Depth,destruction,Victim's reaction,Magnitude,Intensity
33,7,8,6.4,9
110,5,6,7.2,7
19,7,8,6.9,9
13,4,5,5.6,6
22,5,6,7.2,7
65,2,3,7.2,4
90,5,6,7.6,7
10,5,6,6.2,7
18,8,9,7.1,10
10,7,8,6,9
6,8,9,7.6,10
17,4,5,5.9,6
18,3,4,4.7,5
141.58,6,7,6.5,8
41.16,5,6,5.5,7
30,6,7,6.9,8
156,5,6,7.4,7
13,3,4,6.6,5
6,6,7,5.3,8
12,5,6,6.2,7
60.53,5,6,7.1,7
10,5,6,5.4,7
33,8,9,6.5,10
44,8,9,6.7,10
28,5,6,6.9,7
267,2,3,7,4
25,9,10,7.9,11
33,7,8,6,9
10,7,8,7.3,9
10,3,4,7.4,5
24,5,6,7.6,7
80,8,9,7.5,10
135,5,6,7.9,7
20,10,11,7.8,12
40,7,8,7.6,9
37,1,2,6.5,3
82,6,7,7.3,8
10,4,5,5.2,6
33,4,5,6.7,6
10,7,8,7.3,9
15,9,10,8.4,11
17.8,8,9,7.7,10
40,8,9,6.9,10
10,5,6,8.2,7
10,5,6,6.5,7
7,8,9,5.7,10
25,10,11,8.2,12
33,4,5,7.9,6
14.83,2,3,6.5,4
25,4,5,4.5,6
27,7,8,7.5,9
134.7,3,4,6.6,5
110.79,6,7,6,8
25,7,8,6.9,9
15,9,10,7.2,11
33,9,10,7.5,11
18,9,10,7.8,11
21.9,9,10,6.9,11
10,5,6,5.5,7
10,5,6,5.5,7
19.9,6,7,7,8
19,4,5,6.8,6
40,5,6,7.7,7
36,5,6,7.2,7
16,9,10,7,11
20,5,6,4.2,7
56.6,3,4,6.9,5
10,7,8,6.3,9
65,6,7,5.1,8
33,5,6,5.8,7
10,8,9,7.4,10
10,2,3,7,4
7,8,9,6.1,10
32.57,6,7,6,8
20,8,9,6.1,10
33,7,8,6.5,9
36,6,7,5.4,8
2.7,6,7,6.5,8
73.84,6,7,6.5,8
22,5,6,6.7,7
13,5,6,5.9,7
10,2,3,5.1,4
10,4,5,5.3,6
29,3,4,6,5
12,6,7,7.8,8
39,3,4,6.8,5
12,5,6,6.6,7
62,2,3,4.4,4
8,3,4,5.5,5
10,4,5,5,6
8,8,9,6.8,10
10,5,6,5.4,7
26,4,5,6.9,6
10,10,11,8.5,12
18,2,3,4.8,4
46,9,10,7,11
34,8,9,6.5,10
30,5,6,7.8,7
10,5,6,4.6,7
33,6,7,8.4,8
44,9,10,7.2,11
31,8,9,7.5,10
10,3,4,5.4,5
10,9,10,6.7,11
35,3,4,6.8,5
33,7,8,6.5,9
7,4,5,4.6,6
10,7,8,6.8,9
30,6,7,8.7,8
94.35,9,10,7.7,11
84,4,5,5.8,6
25,9,10,9.2,11
8,3,4,6.7,5
33,8,9,6,10
33,2,3,4.9,4
20,9,10,7.9,11
28,3,4,7.3,5
58.59,7,8,6.8,9
18,5,6,6.5,7
10,9,10,7.2,11
15,7,8,6.9,9
130,4,5,6.9,6
131,8,9,7.5,10
31,8,9,7.5,10
92.02,7,8,7.5,9
43,4,5,6.5,6
125.59,7,8,5.9,9
33,4,5,6.7,6
24,6,7,8.1,8
150,6,7,6.5,8
15,6,7,7.1,8
21.72,4,5,5.2,6
10,7,8,7,9
20,6,7,6.7,8
58,3,4,6.8,5
29,2,3,6.9,4
33,7,8,5.8,9
44,9,10,7.2,11
10,4,5,6.5,6
10,6,7,5.4,8
14,5,6,7.8,7
48,8,9,6.8,10
10,5,6,6.6,7
5.81,6,7,6.9,8
19,3,4,7.5,5
15.462,5,6,7.1,7
55.48,4,5,6.9,6
40,5,6,7.1,7
126,3,4,6.4,5
10,5,6,6.5,7
140,5,6,7.7,7
50,4,5,5.5,6
15,2,3,4.7,4
29,5,6,5.3,7
8,8,9,6.8,10
96,5,6,5.5,7
14,5,6,7.8,7
190,9,10,7.9,11
19,6,7,7.3,8
16,8,9,7.7,10
10,3,4,6.2,5
15,5,6,6.4,7
150,6,7,6.9,8
15,8,9,7.4,10
21.43,3,4,7.1,5
7,4,5,6.1,6
20.37,7,8,6.8,9
20,7,8,6.4,9
15,8,9,7.5,10
20,6,7,7.5,8
10,8,9,7.3,10
30,8,9,8.1,10
17,6,7,6.5,8
8,6,7,6.1,8
27.95,9,10,8,11
110,5,6,7.2,7
10,6,7,5.6,8
32,3,4,7.3,5
10,3,4,5.4,5
9,6,7,6.4,8
10,6,7,6.5,8
33,5,6,5.1,7
20.74,2,3,6.9,4
350.4,2,3,6.8,4
120,9,10,7,11
10,4,5,5.5,6
25,7,8,8,9
14,7,8,6.1,9
44,8,9,6.4,10
13,7,8,7.4,9
10,9,10,7.5,11
59.25,7,8,7,9
76.45,6,7,6,8
10,3,4,5.2,5
25,7,8,6.7,9
22,3,4,7,5
33,5,6,7.6,7
154.9,6,7,6.8,8
192.955,2,3,6.5,4
60,8,9,7.8,10
26,6,7,6.6,8
20,1,2,7.7,3
16,4,5,4.7,6
33,4,5,6.6,6
105.249,5,6,7.6,7
22.91,5,6,6.7,7
15,6,7,5.9,8
583.2,2,3,7.7,4
15,7,8,7.6,9
5,5,6,6.5,7
25,7,8,8,9
10,5,6,5.6,7
8,5,6,5.6,7
25,5,6,7.2,7
10,10,11,8.1,12
110.79,6,7,6,8
41,2,3,4.8,4
25,10,11,8.2,12
50,5,6,7.7,7
12,5,6,6.2,7
33,4,5,5.6,6
17,8,9,7.6,10
15.77,3,4,6.3,5
34,7,8,6.7,9
48,6,7,7.1,8
17,3,4,6.6,5
10,2,3,4,4
31,4,5,7.2,6
33,2,3,4.5,4
18,10,11,7.8,12
39,3,4,6.8,5
33,7,8,7.7,9
10,7,8,6.4,9
20,8,9,7.8,10
12,6,7,5.6,8
96,4,5,6.6,6
22,3,4,7,5
39.18,6,7,6.5,8
10,2,3,6.7,4
31,4,5,6.7,6
26,8,9,7.4,10
19,6,7,7.5,8
33,6,7,5.4,8
30,7,8,7.5,9
23,5,6,5.5,7
33,5,6,7.7,7
10,6,7,6,8
11,5,6,5.8,7
18,9,10,7.8,11
8,5,6,5.7,7
160.98,8,9,6.8,10
31,2,3,6.3,4
10,5,6,6.5,7
31.25,4,5,5.2,6
10,1,2,6.9,3
18,4,5,5.9,6
33,8,9,7,10
10,4,5,6.8,6
19,4,5,6.6,6
28,4,5,6.9,6
33,10,11,8.3,12
24,5,6,6.7,7
22,4,5,5.5,6
12,2,3,6.9,4
69,6,7,6.3,8
33,9,10,8,11
10,6,7,6.5,8
28,6,7,6.3,8
17,7,8,7.6,9
25,6,7,5.8,8
30,7,8,9.1,9
48,8,9,7.1,10
10,6,7,5.4,8
15,8,9,6.1,10
12,2,3,6.6,4
65,7,8,6.8,9
181.51,5,6,5.5,7
22.4,7,8,7.7,9
15,6,7,6.3,8
104,6,7,6.5,8
10,3,4,7.1,5
33,2,3,5.8,4
11,5,6,5.8,7
23,8,9,7,10
12,2,3,6.2,4
33,10,11,8,12
145,8,9,7.1,10
33,6,7,6.1,8
13.63,7,8,6,9
10,3,4,8,5
21,4,5,5.6,6
10,8,9,6.2,10
22,6,7,6,8
66,4,5,6.7,6
25,3,4,4.8,5
10,6,7,7.5,8
26,3,4,6.4,5
48,6,7,7.1,8
4.2,7,8,7.9,9
44,5,6,6.1,7
578,1,2,7.6,3
33,4,5,7.5,6
20,6,7,6.7,8
10,3,4,4.9,5
33,8,9,7.3,10
35,6,7,7.4,8
33,4,5,6.7,6
10,5,6,5.7,7
10,5,6,5.5,7
10,5,6,7.3,7
34,8,9,7,10
27,3,4,4.7,5
19,7,8,7.3,9
10,4,5,4.4,6
10,5,6,7.7,7
25,6,7,8.2,8
220,9,10,7.5,11
19,3,4,6.6,5
594.028,1,2,7,3
10,2,3,6.6,4
18,4,5,6.6,6
60,8,9,7.5,10
33,5,6,7.5,7
190,8,9,7.5,10
85.3,7,8,7.5,9
13.73,6,7,7.1,8
33,6,7,6,8
33,3,4,6.7,5
21.1,5,6,7.1,7
33,3,4,6.7,5
60,9,10,7.6,11
70,6,7,5.9,8
21,9,10,7.1,11
24,4,5,5.9,6
33,10,11,8,12
10,5,6,5.7,7
171.95,4,5,5,6
12,8,9,6.8,10
49,4,5,6.9,6
33,4,5,6.5,6
7,5,6,4.9,7
146,4,5,7.1,6
30,7,8,6.1,9
44,8,9,6.7,10
31.6,6,7,7.7,8
10,7,8,7.2,9
10,2,3,4.9,4
80,8,9,7.5,10
2,6,7,5.2,8
18,5,6,6.5,7
12,6,7,5.9,8
58,3,4,6.8,5
10,5,6,5.4,7
89,5,6,7.6,7
50,3,4,6.8,5
33,4,5,7.1,6
10,2,3,6.6,4
100.71,5,6,5.5,7
10,5,6,5.1,7
236,3,4,7.2,5
10,1,2,6.7,3
21,3,4,6.8,5
10,7,8,6.4,9
77.09,6,7,6,8
10,8,9,7.7,10
10,8,9,6.3,10
22.4,7,8,7.7,9
82,4,5,6.8,6
80.57,7,8,7.3,9
10,8,9,7.4,10
6,5,6,5.8,7
135,5,6,6.3,7
10,4,5,7.3,6
18,7,8,7.5,9
10,9,10,8.3,11
41,2,3,4.8,4
10,5,6,5.8,7
39,3,4,6.8,5
146,4,5,7.1,6
34,9,10,7,11
15,6,7,5.6,8
12,6,7,5.9,8
43,9,10,7.9,11
29,2,3,6.9,4
80,3,4,7,5
10,5,6,5.9,7
10,5,6,5.8,7
95.98,7,8,7,9
30,6,7,8.6,8
10,3,4,4.7,5
37,1,2,6.5,3
10,3,4,6.5,5
31.21,8,9,7.1,10
15,8,9,6.5,10
43.53,8,9,6.3,10
33,6,7,5.8,8
15,8,9,6.2,10
10,4,5,5.9,6
10,6,7,5.2,8
2,0,1,3.7,2
14,6,7,5.1,8
10,4,5,4.5,6
50,7,8,6.8,9
15,4,5,6.8,6
33,4,5,6.6,6
33,6,7,5.3,8
39,7,8,7.1,9
10,6,7,6,8
20,10,11,7.8,12
20,2,3,6.5,4
24,5,6,7.2,7
10,5,6,7.7,7
20,8,9,7.8,10
33,4,5,6.3,6
36,4,5,6.5,6
169,3,4,6.8,5
23,3,4,6.7,5
10,8,9,6.9,10
10,5,6,5.5,7
40,7,8,6.4,9
13,4,5,6.1,6
37,3,4,6.4,5
60,8,9,8.5,10
28,9,10,7.6,11
33,7,8,6.2,9
46,5,6,5,7
17,8,9,6.8,10
33,7,8,7.7,9
18,6,7,6.3,8
165.49,5,6,7.3,7
27,3,4,6.6,5
113.75,8,9,6.7,10
23,8,9,7.2,10
40,6,7,7.8,8
50,7,8,6.8,9
7,7,8,6.8,9
11,7,8,6.4,9
48,7,8,6.3,9
43,6,7,6.4,8
60,8,9,7.5,10
36,9,10,7.1,11
10,4,5,5.8,6
16.441,3,4,6.8,5
26,7,8,7.6,9
13,8,9,6.1,10
10,4,5,4.1,6
10,5,6,6.5,7
10.16,8,9,7.3,10
115.32,5,6,5.5,7
7,5,6,4.7,7
225.6,3,4,7.4,5
35,8,9,7.6,10
325,8,9,7.8,10
35.75,5,6,6.9,7
60,8,9,7.2,10
129,6,7,6.1,8
33,4,5,6.5,6
25,5,6,7.6,7
33,8,9,6.6,10
34,3,4,6,5
20,7,8,6.4,9
75,7,8,6.3,9
289,9,10,7.5,11
19,4,5,4.8,6
10,5,6,5.7,7
33,5,6,5,7
30,6,7,8.6,8
10,2,3,3.5,4
71.1,6,7,4.7,8
94.72,6,7,5.8,8
35,2,3,4.9,4
15,6,7,6.3,8
33,5,6,7.8,7
43,4,5,6.9,6
60,9,10,7.5,11
9,1,2,3.5,3
25,4,5,7.7,6
10,3,4,6.5,5
22,5,6,7,7
33,4,5,7.3,6
73,4,5,6,6
19.04,6,7,7.1,8
10,2,3,4.5,4
20,7,8,8.2,9
25,7,8,7.6,9
10,2,3,4,4
35,8,9,6.1,10
55,8,9,7,10
14,7,8,6.6,9
29,5,6,6.6,7
33,1,2,3.2,3
71.06,5,6,5.3,7
20,7,8,6.8,9
37,6,7,6.2,8
30,6,7,6,8
59.59,7,8,6.8,9
28,7,8,6.9,9
40,8,9,8.3,10
146,9,10,7.3,11
39,8,9,7.4,10
16,8,9,7.4,10
30,5,6,6.9,7
6,7,8,6,9
25,7,8,6.9,9
16,5,6,6.7,7
15,6,7,5.8,8
103,7,8,6.5,9
29,4,5,6.6,6
11,5,6,6.7,7
57,4,5,7.5,6
37.21,5,6,5.5,7
10,7,8,6.4,9
33,4,5,7.6,6
122.6,6,7,8,8
135,5,6,7.9,7
7,4,5,5.7,6
9,6,7,6.5,8
33,5,6,5.1,7
5,9,10,7.9,11
12,5,6,5.8,7
145.9,8,9,7,10
15,8,9,7,10
20,8,9,6.1,10
20,7,8,7.6,9
31,4,5,5.3,6
10,6,7,6,8
24,3,4,7.8,5
68,4,5,6.5,6
16,3,4,7.3,5
33,8,9,7.8,10
23,6,7,7.4,8
33,5,6,6.6,7
10,7,8,7.2,9
30,7,8,6.5,9
8,0,1,3.7,2
60,8,9,7.8,10
627.17,1,2,7.3,3
27,5,6,6.5,7
24,5,6,5.6,7
14,5,6,6.5,7
16,6,7,5.8,8
9,8,9,6.7,10
14,6,7,6.2,8
8,2,3,6.5,4
10,5,6,5.8,7
9,3,4,6.5,5
106.85,6,7,6,8
40,8,9,6.9,10
31.1,5,6,7.4,7
24,6,7,7.9,8
102.58,8,9,6.7,10
33,3,4,7.6,5
68.88,7,8,6.2,9
10,2,3,6.7,4
34,9,10,7.2,11
33,4,5,5.6,6
27,4,5,5.2,6
55,6,7,7.9,8
33,4,5,5.2,6
50,6,7,7.5,8
5,2,3,4.1,4
10,5,6,5.1,7
33,2,3,4.6,4
10,5,6,6.1,7
10,6,7,7.3,8
35,9,10,7.6,11
34,4,5,8.4,6
5,5,6,4.5,7
17,7,8,6.8,9
9,5,6,6.9,7
10,6,7,5,8
24,3,4,6.9,5
33,9,10,7.1,11
169,3,4,6.8,5
10,5,6,7.2,7
10,3,4,6.7,5
135.79,7,8,6.7,9
22,3,4,5.6,5
19,2,3,7.2,4
122.59,6,7,6,8
14.98,6,7,6.3,8
44,4,5,7.2,6
39,8,9,7.5,10
11,8,9,7,10
15,5,6,5.1,7
31,6,7,5.2,8
10,7,8,7.2,9
60,8,9,7.5,10
44,6,7,7.7,8
8,8,9,6.2,10
29,5,6,7,7
5,7,8,6.2,9
20,4,5,6.8,6
12.1,7,7,6.8,9
33,6,7,6.7,8
61,4,5,5.9,6
10,6,7,5.1,8
144.85,6,7,5.8,8
22,6,7,7.7,8
10,5,6,6,7
9,6,7,5.6,8
9,9,10,7.8,11
27,6,7,5.6,8
11,6,7,6.7,8
10,8,9,6.4,10
40,5,6,5.4,7
33,2,3,4.7,4
11.71,6,7,5,8
89.88,5,6,6,7
47,2,3,4.7,4
220,7,8,6.9,9
31,3,4,7.3,5
33,8,9,7.9,10
13,7,8,8.1,9
50,3,4,6.8,5
56,8,9,6.5,10
5,1,2,3.7,3
10,3,4,6.8,5
5,5,6,5.4,7
10,5,6,5,7
107,3,4,6.3,5
107,5,6,6.9,7
6,8,9,6.6,10
18.3,4,5,6.8,6
35,4,5,6.8,6
201.7,3,4,7.1,5
46,5,6,7.2,7
15,8,9,6,10
84.37,4,5,5,6
100.8,4,5,6.5,6
15,5,6,6.6,7
10,4,5,5.9,6
150,9,10,7.5,11
350.4,2,3,6.8,4
3,4,5,4,6
14,5,6,5.7,7
153.29,5,6,5.5,7
13,5,6,6.6,7
69,6,7,6.3,8
33,4,5,6.6,6
82,4,5,6.8,6
66,5,6,7,7
56,4,5,6.6,6
18,7,8,6.5,9
112,8,9,7.5,10
100,8,9,6.4,10
33,3,4,6.5,5
21,3,4,6.5,5
14,7,8,6.8,9
6,8,9,6.3,10
434,4,5,7.1,6
10,2,3,5.1,4
10,6,7,7.5,8
48.19,6,7,6.2,8
28,6,7,5.9,8
16,7,8,6.3,9
10,6,7,5.7,8
22.44,6,7,8.3,8
33,8,9,6.2,10
28,5,6,7.8,7
14.86,4,5,7.7,6
11,7,8,6.3,9
10,7,8,5.7,9
28,4,5,6.7,6
10,2,3,4.9,4
230,9,10,7.5,11
52.39,6,7,6.5,8
60,7,8,7.3,9
15,6,7,7.7,8
33,6,7,6.5,8
113.7,3,4,6.6,5
105.78,3,4,7.9,5
69,6,7,6.3,8
12,7,8,6.8,9
84.05,5,6,5.3,7
21.72,4,5,5.2,6
10,10,11,8.1,12
20,8,9,6.7,10
19,4,5,4.8,6
59.3,7,8,7.8,9
48.49,6,7,6.5,8
10,4,5,8.1,6
43,8,9,7.5,10
28,3,4,6.5,5
10,4,5,7.9,6
39,2,3,5.5,4
33,7,8,5.8,9
50,8,9,6.5,10
128.1,3,4,6.6,5
31,9,10,7.1,11
570.41,1,2,6.8,3
32,0,1,5.2,2
10,6,7,6.1,8
10,3,4,7.1,5
8.8,4,5,7,6
14,4,5,5.8,6
32,4,5,5.6,6
25,9,10,7.8,11
56,8,9,6.5,10
48,6,7,5.8,8
33,6,7,6.4,8
12,5,6,6.5,7
10,7,8,6.6,9
14,3,4,6.3,5
576,0,1,6.5,1
15,7,8,7.7,9
26,3,4,7,5
10,7,8,6.6,9
9,5,6,6.6,7
47,2,3,4.7,4
25,4,5,8.3,6
33,5,6,6.6,7
9,5,6,6.5,7
10,7,8,5.8,9
48,8,9,6.8,10
19,4,5,8,6
33,9,10,7.5,11
20,7,8,8,9
33,7,8,6.1,9
50,9,10,8.2,11
8,6,7,6,8
10,5,6,5.6,7
606,3,4,7.6,5
9,3,4,6,5
40,7,8,6.4,9
5,4,5,6,6
56,4,5,6.5,6
11,5,6,5.3,7
31,7,8,6.8,9
10,4,5,8.3,6
17,5,6,6.5,7
106.85,6,7,6,8
15,6,7,5.9,8
135,5,6,7.9,7
33,9,10,7.3,11
33,4,5,6.3,6
19,7,8,7.1,9
200,6,7,6.7,8
132,6,7,6.9,8
10,4,5,4.4,6
49,6,7,7.9,8
33,6,7,6.5,8
20.59,7,8,7.8,9
10,3,4,4.9,5
97.68,5,6,5.5,7
670,9,10,7.9,11
10,3,4,5.4,5
16.6,5,6,7,7
5,5,6,6.9,7
170,4,5,7.3,6
14,3,4,6.5,5
105.48,6,7,5.3,8
122.9,4,5,6.8,6
33,7,8,7.7,9
198.41,8,9,6.7,10
14,5,6,5.8,7
55,4,5,5.9,6
14,4,5,6.8,6
10,2,3,6.6,4
13,7,8,8.5,9
100,7,8,7.5,9
591,1,2,6.6,3
24,2,3,6.5,4
83,6,7,6,8
10,9,10,8.3,11
12,7,8,7,9
8,6,7,6.1,8
10,5,6,5.2,7
217,5,6,7.2,7
28,5,6,6.9,7
33,6,7,8.4,8
10,3,4,6.7,5
60,9,10,7.7,11
10,7,8,7,9
36,4,5,6.5,6
32,4,5,7.2,6
21,6,7,7,8
30,5,6,7.4,7
26,4,5,6.8,6
38,3,4,6.5,5
28,5,6,7.8,7
10,3,4,7.1,5
15,9,10,8.1,11
188.6,3,4,6.9,5
10,5,6,5,7
30,5,6,7.6,7
21,9,10,7,11
29,4,5,5.5,6
152,3,4,6.7,5
10,3,4,7,5
5,8,9,6.8,10
14.86,4,5,7.7,6
30,4,5,6.5,6
31,4,5,7,6
34,4,5,6.8,6
3,4,5,4,6
550,1,2,6.7,3
12,8,9,6.8,10
9.987,7,8,7.2,9
10,2,3,4.2,4
10,6,7,6,8
6,3,4,4.7,5
14,5,6,5.2,7
24,6,7,6.8,8
13.7,4,5,6.8,6
15,6,7,6.5,8
53,3,4,5.4,5
104.58,9,10,7,11
110,5,6,7.2,7
25,7,8,6.7,9
15,8,9,6.4,10
60,8,9,7.5,10
24,4,5,7.5,6
194,4,5,6.2,6
24,5,6,5.2,7
10,5,6,5.8,7
25,5,6,7.6,7
9,5,6,6.9,7
12,3,4,6.7,5
25.7,3,4,6.6,5
30,3,4,6.7,5
33,6,7,5.9,8
23,4,5,6.7,6
24,4,5,6.5,6
16.1,3,4,6.6,5
22.9,7,8,8.8,9
10,5,6,5.4,7
75,9,10,7,11
33,7,8,6.3,9
61,8,9,7.1,10
130,8,9,7.5,10
33,4,5,7.3,6
21,9,10,7.3,11
10,4,5,7.1,6
150,6,7,7,8
15,6,7,7,8
17,7,8,6.9,9
44,9,10,7.2,11
10,7,8,6.6,9
66.51,7,8,7,9
33,5,6,7.7,7
19,9,10,7.6,11
2,6,7,5.2,8
50,7,8,6.8,9
6,6,7,5.9,8
414.5,1,2,6.9,3
405.69,1,2,6.9,3
15,7,8,6,9
7,4,5,4.3,6
15,8,9,6.9,10
60,5,6,7.9,7
22.56,5,6,7.6,7
35,7,8,7.7,9
27,9,10,7.6,11
16,7,8,7.7,9
22,8,9,6.7,10
42.2,5,6,5.5,7
19,4,5,7,6
21,6,7,5.5,8
26,8,9,7.4,10
206.3,2,3,6.7,4
74,7,8,6.4,9
5,4,5,4.2,6
17,5,6,6.6,7
5,8,9,6.1,10
35,9,10,7.9,11
31,8,9,7.8,10
27,7,8,6.3,9
10,7,8,7.5,9
93.34,8,9,7.5,10
20,8,9,7.7,10
192.955,2,3,6.5,4
110.34,7,8,7,9
27.7,6,7,7.8,8
18,5,6,6.8,7
215,5,6,7.2,7
65,9,10,7.5,11
131.8,4,5,6.6,6
60,8,9,7.5,10
16,6,7,5.9,8
80,6,7,7.7,8
20,6,7,5.7,8
125.5,8,9,8,10
10,4,5,6.6,6
25.21,6,7,7.5,8
15,4,5,6.8,6
26,7,8,6.9,9
10,6,7,6.5,8
116.09,5,6,5.5,7
30,2,3,4.3,4
10,4,5,7.3,6
101.86,5,6,5,7
39,5,6,7,7
224.6,3,4,6.5,5
11,3,4,6.8,5
10,4,5,5.1,6
33,8,9,7.6,10
15.4,4,5,6.8,6
33,1,2,6.9,3
13,8,9,7.1,10
33,6,7,6.7,8
11,4,5,5.8,6
13,5,6,6.6,7
25,7,8,6.7,9
10,3,4,5.4,5
38.69,4,5,5,6
10,5,6,6.5,7
56,4,5,6.5,6
17,4,5,6.7,6
40,7,8,7.9,9
25,8,9,7.5,10
11,4,5,7,6
38,6,7,5.9,8
25.17,5,6,5.5,7
535,1,2,6.8,3
35,4,5,4.8,6
8,2,3,5.5,4
33,8,9,7.5,10
10,8,9,6.9,10
60,8,9,7.8,10
40,8,9,7.5,10
24,6,7,8.1,8
25,4,5,4.5,6
10,5,6,5.5,7
57.58,7,8,6.9,9
66,4,5,6.7,6
110,10,11,8.1,12
16,7,8,7.7,9
206.7,3,4,7.1,5
10,5,6,5.5,7
12,6,7,5.8,8
200,4,5,7.7,6
12,5,6,4.8,7
10,6,7,5.7,8
13,7,8,6.4,9
25,4,5,7.7,6
26,2,3,6.9,4
10,6,7,8,8
40,4,5,7.3,6
100,6,7,8,8
21,4,5,6.6,6
33,8,9,6.8,10
10,7,8,6.8,9
500,9,10,7.3,11
21,6,7,5.5,8
10,3,4,6.6,5
17,8,9,6.8,10
36,4,5,7.4,6
20,4,5,4.5,6
50,3,4,7.8,5
10,5,6,6.7,7
100,7,8,6,9
8,7,8,7.4,9
5,8,9,6.2,10
60,6,7,6.1,8
15,9,10,8.6,11
57,7,8,6.4,9
116,8,9,7.7,10
10,2,3,4.6,4
80,6,7,7.7,8
33,4,5,6.5,6
21.24,9,10,7.2,11
33,6,7,5.4,8
18,7,8,6.7,9
15,9,10,7.2,11
48,8,9,7.1,10
220,7,8,6.9,9
33,5,6,7.5,7
58,3,4,6.8,5
75.47,7,8,6.4,9
10,6,7,6,8
31.9,4,5,6.5,6
28,5,6,7.2,7
46,4,5,6.7,6
10,5,6,5.6,7
28,5,6,6.1,7
620,9,10,7.5,11
33,6,7,6.6,8
117.94,7,8,7,9
130,9,10,6.7,11
10,5,6,5.7,7
10,5,6,6,7
664,4,5,7.8,6
206.3,2,3,6.7,4
31,9,10,7.2,11
43.21,2,3,6.6,4
118.69,7,8,6.7,9
26,7,8,6.4,9
20,8,9,6.6,10
219.96,2,3,6.8,4
32.571,4,5,7.2,6
44,6,7,5.5,8
10,8,9,6.1,10
217,2,3,5.6,4
39,5,6,7,7
40,8,9,8.3,10
10,6,7,6.5,8
11,4,5,6.7,6
22,8,9,6.7,10
61.44,8,9,6.9,10
33,5,6,4.7,7
10,8,9,7.7,10
33,4,5,6.5,6
33,5,6,4.7,7
20,5,6,7.3,7
89.37,5,6,5,7
10,7,8,6.5,9
212,4,5,6.6,6
10,6,7,5.9,8
20.1,5,6,7.8,7
33,6,7,6.1,8
61.52,7,8,6.7,9
10,7,8,6.7,9
53.19,4,5,6.6,6
10,5,6,7.6,7
9,7,8,6.2,9
131.8,4,5,6.6,6
25,4,5,5.3,6
24,5,6,5.6,7
10,8,9,7.3,10
10,6,7,6,8
70,4,5,6.5,6
30,6,7,5.5,8
10,7,8,6.7,9
33,4,5,6.6,6
5,8,9,6.5,10
60,8,9,7.7,10
18,7,8,6.3,9
27.08,7,8,6.5,9
18,6,7,6.6,8
33,6,7,6.3,8
88,3,4,6.1,5
10,5,6,6.6,7
24,7,8,6.1,9
10,2,3,7,4
10,5,6,5.8,7
40,8,9,7.3,10
13,9,10,6.9,11
10,6,7,7.5,8
614,1,2,6.6,3
33,9,10,7.1,11
13,6,7,4.7,8
15,6,7,5.8,8
166.89,7,8,6.5,9
19,5,6,6.2,7
35.42,7,8,7,9
9,7,8,6.2,9
35,8,9,6.9,10
28,9,10,7.5,11
40,8,9,7,10
45,5,6,6.7,7
16,8,9,7.4,10
553.81,1,2,6.7,3
33,5,6,6.6,7
8,6,7,5.2,8
33,7,8,7.4,9
166.2,4,5,6.6,6
110,4,5,6.5,6
104.58,9,10,7,11
20,9,10,7.5,11
124.6,5,6,5,7
33,8,9,7.3,10
4.2,7,8,7.9,9
10,7,8,7.2,9
21,3,4,6.5,5
12,3,4,6.8,5
10,7,8,5.8,9
123,6,7,6.8,8
34,8,9,6.5,10
15,4,5,5.7,6
130,3,4,6.7,5
48,6,7,7.1,8
13,7,8,8.5,9
35,4,5,7.1,6
33,7,8,7,9
12,7,8,6.2,9
17,5,6,6.6,7
50,3,4,6.8,5
13,2,3,6.6,4
20,4,5,6.7,6
25,9,10,8.2,11
115.78,6,7,6.4,8
25,5,6,5.6,7
10,6,7,5.3,8
10,6,7,5.7,8
26,5,6,7.5,7
8,0,1,3.7,2
130,9,10,6.7,11
12,6,7,5.6,8
10,8,9,7,10
48,6,7,7.7,8
8,3,4,5.5,5
16,5,6,7.3,7
185.1,3,4,7,5
10,5,6,7.7,7
10,7,8,5.1,9
13,8,9,7.6,10
30,8,9,7.6,10
110,8,9,7.2,10
40,9,10,7.6,11
10,5,6,7.1,7
33,5,6,6.3,7
10,8,9,6.2,10
80,8,9,7.9,10
43.6,5,6,7,7
11,4,5,6.7,6
17,8,9,7.6,10
136,4,5,6.9,6
578,1,2,7.6,3
79.32,7,8,7.3,9
10,2,3,5.1,4
10,5,6,5.1,7
10,4,5,6.6,6
19.5,8,9,7.9,10
25,9,10,9.2,11
105.631,4,5,6.5,6
103.91,7,8,7,9
10,3,4,7,5
5,5,6,5.6,7
66.28,8,9,7.7,10
71.9,3,4,6.7,5
32,4,5,5.6,6
12,6,7,6.1,8
24,4,5,6.5,6
12,4,5,6.8,6
33,3,4,4.6,5
43.21,2,3,6.6,4
3,5,6,4,7
23,7,8,6.7,9
14.83,2,3,6.5,4
49.02,6,7,6.7,8
65.8,3,4,6.7,5
137,3,4,7,5
12,4,5,5.7,6
10,4,5,5.5,6
60,7,8,6,9
40,6,7,7.8,8
12,5,6,6.7,7
26,5,6,6.9,7
74,6,7,7.8,8
25,6,7,6,8
20,8,9,7,10
10,9,10,7.3,11
10,8,9,7.5,10
23,2,3,6.7,4
33,8,9,6.8,10
5,4,5,5.8,6
22,2,3,6.8,4
33,3,4,4.6,5
1,7,8,7.6,9
14,6,7,5.9,8
624,1,2,6.9,3
37.63,8,9,7.7,10
10,5,6,6,7
13,7,8,6,9
10,7,8,7.3,9
